"id","treat.invite","pct.missing","head.edu","mosques","pct.poor","total.budget"
463,0,-0.1434073,16,1.606241345,0.277614146,141.5997925
464,0,0.235290244,16,1.139817595,0.329128444,104.9826889
465,1,-0.197872698,12,2.145922661,0.595881581,98.79850006
466,1,-0.099513225,12,0.958956659,0.505251527,106.9569016
467,0,0.297362238,12,2.557544708,0.644411087,48.56190872
468,1,0.107695572,16,1.086838365,0.779325843,84.48819733
469,1,0.241079658,14,1.057641506,0.577662706,123.4695969
470,0,0.248431697,9,2.389705896,0.342723012,50.28448868
471,1,0.201303542,16,0.939496458,0.35336712,140.2379456
472,0,0.151697844,16,0.123823673,0.939199209,137.7206421
