"studentid","teacher","student_house","teacher_house","grade"
54562323,"Dumbledore","Ravenclaw","Gryffindor",47.89675300392575
54562323,"Snape","Ravenclaw","Slytherin",34.33734071466087
54562323,"Flitwick","Ravenclaw","Ravenclaw",58.63927933772487
54562323,"Lupin","Ravenclaw","Gryffindor",61.91412077647006
54562323,"Sprout","Ravenclaw","Hufflepuff",43.88493289417766
54562323,"Trelawney","Ravenclaw","Ravenclaw",52.61421921207
54562323,"McGonagall","Ravenclaw","Gryffindor",49.698621730601204
52983414,"Dumbledore","Gryffindor","Gryffindor",65.63990869524844
52983414,"Snape","Gryffindor","Slytherin",43.72697386476196
52983414,"Flitwick","Gryffindor","Ravenclaw",69.27856451819997
52983414,"Lupin","Gryffindor","Gryffindor",74.35866088929707
52983414,"Sprout","Gryffindor","Hufflepuff",52.485831057343546
52983414,"Trelawney","Gryffindor","Ravenclaw",61.91114712406538
52983414,"McGonagall","Gryffindor","Gryffindor",63.69396050617586
53129231,"Dumbledore","Hufflepuff","Gryffindor",46.999792571130996
53129231,"Snape","Hufflepuff","Slytherin",35.19723515051714
53129231,"Flitwick","Hufflepuff","Ravenclaw",56.069262701344655
53129231,"Lupin","Hufflepuff","Gryffindor",66.59165122529033
53129231,"Sprout","Hufflepuff","Hufflepuff",39.56728968278506
53129231,"Trelawney","Hufflepuff","Ravenclaw",45.45689216559207
53129231,"McGonagall","Hufflepuff","Gryffindor",42.47405160076073
53215698,"Dumbledore","Hufflepuff","Gryffindor",37.61818342455452
53215698,"Snape","Hufflepuff","Slytherin",32.855581972462716
53215698,"Flitwick","Hufflepuff","Ravenclaw",35.53749925375426
53215698,"Lupin","Hufflepuff","Gryffindor",51.75311820611441
53215698,"Sprout","Hufflepuff","Hufflepuff",34.5649762248025
53215698,"Trelawney","Hufflepuff","Ravenclaw",42.79339380900914
53215698,"McGonagall","Hufflepuff","Gryffindor",48.321286049391745
51198471,"Dumbledore","Hufflepuff","Gryffindor",45.412422003601584
51198471,"Snape","Hufflepuff","Slytherin",28.053094755045805
51198471,"Flitwick","Hufflepuff","Ravenclaw",47.65144935466091
51198471,"Lupin","Hufflepuff","Gryffindor",47.79989978910781
51198471,"Sprout","Hufflepuff","Hufflepuff",42.72977192945331
51198471,"Trelawney","Hufflepuff","Ravenclaw",43.33984388840402
51198471,"McGonagall","Hufflepuff","Gryffindor",51.436403818868996
58986867,"Dumbledore","Slytherin","Gryffindor",46.14565914022042
58986867,"Snape","Slytherin","Slytherin",29.974124276329988
58986867,"Flitwick","Slytherin","Ravenclaw",49.39811451041624
58986867,"Lupin","Slytherin","Gryffindor",62.423308813273195
58986867,"Sprout","Slytherin","Hufflepuff",43.590911071536674
58986867,"Trelawney","Slytherin","Ravenclaw",50.707967000614985
58986867,"McGonagall","Slytherin","Gryffindor",63.42345590754995
56564287,"Dumbledore","Ravenclaw","Gryffindor",72.86852409451363
56564287,"Snape","Ravenclaw","Slytherin",60.019946074851944
56564287,"Flitwick","Ravenclaw","Ravenclaw",74.67689545363528
56564287,"Lupin","Ravenclaw","Gryffindor",88.68389857147935
56564287,"Sprout","Ravenclaw","Hufflepuff",70.36314541081903
56564287,"Trelawney","Ravenclaw","Ravenclaw",67.31324179518982
56564287,"McGonagall","Ravenclaw","Gryffindor",79.65669377321007
53580679,"Dumbledore","Hufflepuff","Gryffindor",42.37794691453869
53580679,"Snape","Hufflepuff","Slytherin",30.2996338597613
53580679,"Flitwick","Hufflepuff","Ravenclaw",54.29871798276271
53580679,"Lupin","Hufflepuff","Gryffindor",54.13209219947257
53580679,"Sprout","Hufflepuff","Hufflepuff",37.44793996553142
53580679,"Trelawney","Hufflepuff","Ravenclaw",50.12132721764378
53580679,"McGonagall","Hufflepuff","Gryffindor",48.795021142662236
59253234,"Dumbledore","Hufflepuff","Gryffindor",38.99860163212637
59253234,"Snape","Hufflepuff","Slytherin",36.70925040258021
59253234,"Flitwick","Hufflepuff","Ravenclaw",45.48047971418699
59253234,"Lupin","Hufflepuff","Gryffindor",52.83735305245765
59253234,"Sprout","Hufflepuff","Hufflepuff",35.85512520160353
59253234,"Trelawney","Hufflepuff","Ravenclaw",51.440105468377084
59253234,"McGonagall","Hufflepuff","Gryffindor",54.96711195608788
51344645,"Dumbledore","Hufflepuff","Gryffindor",55.281198875322616
51344645,"Snape","Hufflepuff","Slytherin",35.22104092941331
51344645,"Flitwick","Hufflepuff","Ravenclaw",52.89306409671981
51344645,"Lupin","Hufflepuff","Gryffindor",61.818381501364144
51344645,"Sprout","Hufflepuff","Hufflepuff",44.103417667671316
51344645,"Trelawney","Hufflepuff","Ravenclaw",64.7167629338912
51344645,"McGonagall","Hufflepuff","Gryffindor",70.17269347516788
57026625,"Dumbledore","Hufflepuff","Gryffindor",40.96982750246226
57026625,"Snape","Hufflepuff","Slytherin",44.56073131352765
57026625,"Flitwick","Hufflepuff","Ravenclaw",55.1412685213362
57026625,"Lupin","Hufflepuff","Gryffindor",64.92099467001277
57026625,"Sprout","Hufflepuff","Hufflepuff",46.04813566889308
57026625,"Trelawney","Hufflepuff","Ravenclaw",52.50635967814833
57026625,"McGonagall","Hufflepuff","Gryffindor",55.288755160022276
52795212,"Dumbledore","Gryffindor","Gryffindor",35.685435600799465
52795212,"Snape","Gryffindor","Slytherin",34.772262205915546
52795212,"Flitwick","Gryffindor","Ravenclaw",48.91253089621525
52795212,"Lupin","Gryffindor","Gryffindor",62.7145074031353
52795212,"Sprout","Gryffindor","Hufflepuff",37.81918287065452
52795212,"Trelawney","Gryffindor","Ravenclaw",50.165488871044495
52795212,"McGonagall","Gryffindor","Gryffindor",61.27599660225578
56369834,"Dumbledore","Slytherin","Gryffindor",44.6886059391905
56369834,"Snape","Slytherin","Slytherin",40.02290895440339
56369834,"Flitwick","Slytherin","Ravenclaw",55.44202452236313
56369834,"Lupin","Slytherin","Gryffindor",63.706659630045834
56369834,"Sprout","Slytherin","Hufflepuff",33.224661318168025
56369834,"Trelawney","Slytherin","Ravenclaw",59.69429417183135
56369834,"McGonagall","Slytherin","Gryffindor",51.627920355342276
54542734,"Dumbledore","Ravenclaw","Gryffindor",60.49251100912341
54542734,"Snape","Ravenclaw","Slytherin",54.760358501856366
54542734,"Flitwick","Ravenclaw","Ravenclaw",59.090109291644026
54542734,"Lupin","Ravenclaw","Gryffindor",77.48816193952555
54542734,"Sprout","Ravenclaw","Hufflepuff",62.43723116905571
54542734,"Trelawney","Ravenclaw","Ravenclaw",69.88167292115963
54542734,"McGonagall","Ravenclaw","Gryffindor",72.48400645453691
57510647,"Dumbledore","Hufflepuff","Gryffindor",37.44164930648225
57510647,"Snape","Hufflepuff","Slytherin",36.021419373207664
57510647,"Flitwick","Hufflepuff","Ravenclaw",43.321187426593056
57510647,"Lupin","Hufflepuff","Gryffindor",60.62261928408883
57510647,"Sprout","Hufflepuff","Hufflepuff",32.970454202178516
57510647,"Trelawney","Hufflepuff","Ravenclaw",47.62148226115452
57510647,"McGonagall","Hufflepuff","Gryffindor",54.1258598991502
55786862,"Dumbledore","Hufflepuff","Gryffindor",47.521248296812566
55786862,"Snape","Hufflepuff","Slytherin",26.97440214859187
55786862,"Flitwick","Hufflepuff","Ravenclaw",44.95581832118011
55786862,"Lupin","Hufflepuff","Gryffindor",48.42477172374858
55786862,"Sprout","Hufflepuff","Hufflepuff",41.39877098440138
55786862,"Trelawney","Hufflepuff","Ravenclaw",41.10285763709336
55786862,"McGonagall","Hufflepuff","Gryffindor",49.48941802418395
57846577,"Dumbledore","Ravenclaw","Gryffindor",61.15459133636499
57846577,"Snape","Ravenclaw","Slytherin",58.600074551317704
57846577,"Flitwick","Ravenclaw","Ravenclaw",69.64350902533053
57846577,"Lupin","Ravenclaw","Gryffindor",75.40131140634513
57846577,"Sprout","Ravenclaw","Hufflepuff",61.34315392633861
57846577,"Trelawney","Ravenclaw","Ravenclaw",65.04875082698119
57846577,"McGonagall","Ravenclaw","Gryffindor",77.56386271641333
50341233,"Dumbledore","Slytherin","Gryffindor",46.07549289133789
50341233,"Snape","Slytherin","Slytherin",38.572892454183346
50341233,"Flitwick","Slytherin","Ravenclaw",45.19025164913892
50341233,"Lupin","Slytherin","Gryffindor",55.5834263723588
50341233,"Sprout","Slytherin","Hufflepuff",36.42595156493136
50341233,"Trelawney","Slytherin","Ravenclaw",45.576257655657855
50341233,"McGonagall","Slytherin","Gryffindor",58.367884075347796
54821382,"Dumbledore","Ravenclaw","Gryffindor",60.391965429443765
54821382,"Snape","Ravenclaw","Slytherin",49.27282248724335
54821382,"Flitwick","Ravenclaw","Ravenclaw",54.48271567919059
54821382,"Lupin","Ravenclaw","Gryffindor",65.80982206355574
54821382,"Sprout","Ravenclaw","Hufflepuff",40.69287391614252
54821382,"Trelawney","Ravenclaw","Ravenclaw",55.86394972896776
54821382,"McGonagall","Ravenclaw","Gryffindor",59.46907823943677
53274742,"Dumbledore","Ravenclaw","Gryffindor",58.6388024749085
53274742,"Snape","Ravenclaw","Slytherin",52.04838302701022
53274742,"Flitwick","Ravenclaw","Ravenclaw",66.93885836252744
53274742,"Lupin","Ravenclaw","Gryffindor",76.47304939917234
53274742,"Sprout","Ravenclaw","Hufflepuff",60.163414117725516
53274742,"Trelawney","Ravenclaw","Ravenclaw",60.26518649248883
53274742,"McGonagall","Ravenclaw","Gryffindor",61.06236929373406
51801291,"Dumbledore","Slytherin","Gryffindor",43.87794827942021
51801291,"Snape","Slytherin","Slytherin",27.15935238505903
51801291,"Flitwick","Slytherin","Ravenclaw",56.86695423452996
51801291,"Lupin","Slytherin","Gryffindor",67.15941337012111
51801291,"Sprout","Slytherin","Hufflepuff",38.58622354945843
51801291,"Trelawney","Slytherin","Ravenclaw",46.136924419873026
51801291,"McGonagall","Slytherin","Gryffindor",63.98044379186395
51472738,"Dumbledore","Slytherin","Gryffindor",60.50613924134596
51472738,"Snape","Slytherin","Slytherin",33.385283376614744
51472738,"Flitwick","Slytherin","Ravenclaw",50.53403139432147
51472738,"Lupin","Slytherin","Gryffindor",68.5174051439943
51472738,"Sprout","Slytherin","Hufflepuff",32.37638439073219
51472738,"Trelawney","Slytherin","Ravenclaw",49.1108806913453
51472738,"McGonagall","Slytherin","Gryffindor",53.33374461460818
54456199,"Dumbledore","Gryffindor","Gryffindor",63.93083010202857
54456199,"Snape","Gryffindor","Slytherin",54.60911256232228
54456199,"Flitwick","Gryffindor","Ravenclaw",79.31887261289667
54456199,"Lupin","Gryffindor","Gryffindor",72.74699401267023
54456199,"Sprout","Gryffindor","Hufflepuff",63.42214129032348
54456199,"Trelawney","Gryffindor","Ravenclaw",72.11982486642164
54456199,"McGonagall","Gryffindor","Gryffindor",73.28328087398836
57531273,"Dumbledore","Hufflepuff","Gryffindor",55.25375071071801
57531273,"Snape","Hufflepuff","Slytherin",49.832084269146236
57531273,"Flitwick","Hufflepuff","Ravenclaw",59.32573482794753
57531273,"Lupin","Hufflepuff","Gryffindor",63.01140039539851
57531273,"Sprout","Hufflepuff","Hufflepuff",46.67893042230889
57531273,"Trelawney","Hufflepuff","Ravenclaw",52.812404554761656
57531273,"McGonagall","Hufflepuff","Gryffindor",54.19825227460186
57444114,"Dumbledore","Gryffindor","Gryffindor",54.95045120526123
57444114,"Snape","Gryffindor","Slytherin",54.838860396281056
57444114,"Flitwick","Gryffindor","Ravenclaw",70.17578827665017
57444114,"Lupin","Gryffindor","Gryffindor",73.49513098817064
57444114,"Sprout","Gryffindor","Hufflepuff",65.6423382454372
57444114,"Trelawney","Gryffindor","Ravenclaw",71.41754045226479
57444114,"McGonagall","Gryffindor","Gryffindor",71.42915441862453
57748682,"Dumbledore","Ravenclaw","Gryffindor",58.20373596902888
57748682,"Snape","Ravenclaw","Slytherin",46.27063757779534
57748682,"Flitwick","Ravenclaw","Ravenclaw",67.26161475224632
57748682,"Lupin","Ravenclaw","Gryffindor",73.90813172084471
57748682,"Sprout","Ravenclaw","Hufflepuff",48.85016174388937
57748682,"Trelawney","Ravenclaw","Ravenclaw",66.48113409622704
57748682,"McGonagall","Ravenclaw","Gryffindor",67.98422521308076
57908547,"Dumbledore","Slytherin","Gryffindor",55.63862753409662
57908547,"Snape","Slytherin","Slytherin",46.48639509820489
57908547,"Flitwick","Slytherin","Ravenclaw",67.77611599139989
57908547,"Lupin","Slytherin","Gryffindor",76.94936405045809
57908547,"Sprout","Slytherin","Hufflepuff",61.82983256942507
57908547,"Trelawney","Slytherin","Ravenclaw",64.09146400897471
57908547,"McGonagall","Slytherin","Gryffindor",78.13877192540797
55858790,"Dumbledore","Slytherin","Gryffindor",45.047329978506674
55858790,"Snape","Slytherin","Slytherin",30.54832566748658
55858790,"Flitwick","Slytherin","Ravenclaw",51.08360384835056
55858790,"Lupin","Slytherin","Gryffindor",74.05581893928978
55858790,"Sprout","Slytherin","Hufflepuff",45.809289892330334
55858790,"Trelawney","Slytherin","Ravenclaw",52.9853560821443
55858790,"McGonagall","Slytherin","Gryffindor",55.13681229505303
52787848,"Dumbledore","Slytherin","Gryffindor",40.605034421819326
52787848,"Snape","Slytherin","Slytherin",30.538155993313588
52787848,"Flitwick","Slytherin","Ravenclaw",56.82278687927998
52787848,"Lupin","Slytherin","Gryffindor",57.56028997563038
52787848,"Sprout","Slytherin","Hufflepuff",36.2616180532125
52787848,"Trelawney","Slytherin","Ravenclaw",52.48397242478371
52787848,"McGonagall","Slytherin","Gryffindor",48.871060296362344
56828757,"Dumbledore","Ravenclaw","Gryffindor",69.69139929911682
56828757,"Snape","Ravenclaw","Slytherin",58.591112077220814
56828757,"Flitwick","Ravenclaw","Ravenclaw",70.96766540978899
56828757,"Lupin","Ravenclaw","Gryffindor",84.58189790079851
56828757,"Sprout","Ravenclaw","Hufflepuff",58.81598260424584
56828757,"Trelawney","Ravenclaw","Ravenclaw",66.02006672576168
56828757,"McGonagall","Ravenclaw","Gryffindor",68.42185748768323
55253304,"Dumbledore","Gryffindor","Gryffindor",69.47823682453742
55253304,"Snape","Gryffindor","Slytherin",56.3620662314305
55253304,"Flitwick","Gryffindor","Ravenclaw",67.017831124336
55253304,"Lupin","Gryffindor","Gryffindor",86.93618051686757
55253304,"Sprout","Gryffindor","Hufflepuff",63.39904444759935
55253304,"Trelawney","Gryffindor","Ravenclaw",80.48073859491747
55253304,"McGonagall","Gryffindor","Gryffindor",82.9607031435557
58295047,"Dumbledore","Slytherin","Gryffindor",46.878645756130496
58295047,"Snape","Slytherin","Slytherin",28.477708874366527
58295047,"Flitwick","Slytherin","Ravenclaw",50.09984876780984
58295047,"Lupin","Slytherin","Gryffindor",48.30648885253308
58295047,"Sprout","Slytherin","Hufflepuff",36.62408342480949
58295047,"Trelawney","Slytherin","Ravenclaw",44.2426313105331
58295047,"McGonagall","Slytherin","Gryffindor",53.450088074826006
50366785,"Dumbledore","Ravenclaw","Gryffindor",60.26161419318527
50366785,"Snape","Ravenclaw","Slytherin",53.575666015836056
50366785,"Flitwick","Ravenclaw","Ravenclaw",68.44013757657798
50366785,"Lupin","Ravenclaw","Gryffindor",82.96537757793774
50366785,"Sprout","Ravenclaw","Hufflepuff",61.34553803393591
50366785,"Trelawney","Ravenclaw","Ravenclaw",58.6232793315846
50366785,"McGonagall","Ravenclaw","Gryffindor",71.3503702095246
55422480,"Dumbledore","Slytherin","Gryffindor",50.5882232105606
55422480,"Snape","Slytherin","Slytherin",36.474183071461624
55422480,"Flitwick","Slytherin","Ravenclaw",56.85307661944577
55422480,"Lupin","Slytherin","Gryffindor",55.82466284494495
55422480,"Sprout","Slytherin","Hufflepuff",44.1648800695439
55422480,"Trelawney","Slytherin","Ravenclaw",59.050194320977745
55422480,"McGonagall","Slytherin","Gryffindor",67.736872925596
50284642,"Dumbledore","Hufflepuff","Gryffindor",57.64791619674477
50284642,"Snape","Hufflepuff","Slytherin",47.14398572428364
50284642,"Flitwick","Hufflepuff","Ravenclaw",53.431357489922846
50284642,"Lupin","Hufflepuff","Gryffindor",72.83384019346876
50284642,"Sprout","Hufflepuff","Hufflepuff",54.20014793034032
50284642,"Trelawney","Hufflepuff","Ravenclaw",65.11336576118507
50284642,"McGonagall","Hufflepuff","Gryffindor",63.37905436709101
52352508,"Dumbledore","Hufflepuff","Gryffindor",44.50440578757693
52352508,"Snape","Hufflepuff","Slytherin",32.48998852295757
52352508,"Flitwick","Hufflepuff","Ravenclaw",50.60072675414674
52352508,"Lupin","Hufflepuff","Gryffindor",66.20324067877772
52352508,"Sprout","Hufflepuff","Hufflepuff",34.42841219930709
52352508,"Trelawney","Hufflepuff","Ravenclaw",57.898965154784406
52352508,"McGonagall","Hufflepuff","Gryffindor",57.469699124762286
55926212,"Dumbledore","Slytherin","Gryffindor",50.25750657286843
55926212,"Snape","Slytherin","Slytherin",32.46771115117721
55926212,"Flitwick","Slytherin","Ravenclaw",47.540561008919646
55926212,"Lupin","Slytherin","Gryffindor",77.86282582371531
55926212,"Sprout","Slytherin","Hufflepuff",32.49245887280949
55926212,"Trelawney","Slytherin","Ravenclaw",48.80852048492333
55926212,"McGonagall","Slytherin","Gryffindor",57.08139242740487
51505704,"Dumbledore","Slytherin","Gryffindor",48.914393018653485
51505704,"Snape","Slytherin","Slytherin",46.22152373851033
51505704,"Flitwick","Slytherin","Ravenclaw",64.38586833119146
51505704,"Lupin","Slytherin","Gryffindor",62.034053469274426
51505704,"Sprout","Slytherin","Hufflepuff",39.70980552018823
51505704,"Trelawney","Slytherin","Ravenclaw",61.85469965308369
51505704,"McGonagall","Slytherin","Gryffindor",65.72484921213587
56769581,"Dumbledore","Slytherin","Gryffindor",62.47312537575527
56769581,"Snape","Slytherin","Slytherin",57.84575266351084
56769581,"Flitwick","Slytherin","Ravenclaw",63.699233913310415
56769581,"Lupin","Slytherin","Gryffindor",73.70432604588848
56769581,"Sprout","Slytherin","Hufflepuff",59.73407039967524
56769581,"Trelawney","Slytherin","Ravenclaw",66.6496101298527
56769581,"McGonagall","Slytherin","Gryffindor",70.7680554432096
58623041,"Dumbledore","Slytherin","Gryffindor",24.23314231378655
58623041,"Snape","Slytherin","Slytherin",20.85793647675426
58623041,"Flitwick","Slytherin","Ravenclaw",29.145035595463458
58623041,"Lupin","Slytherin","Gryffindor",45.61435348691221
58623041,"Sprout","Slytherin","Hufflepuff",25.476079811655893
58623041,"Trelawney","Slytherin","Ravenclaw",35.30386723503915
58623041,"McGonagall","Slytherin","Gryffindor",39.97059269949073
56402936,"Dumbledore","Hufflepuff","Gryffindor",34.73558408526409
56402936,"Snape","Hufflepuff","Slytherin",24.96766353449715
56402936,"Flitwick","Hufflepuff","Ravenclaw",43.89942268652974
56402936,"Lupin","Hufflepuff","Gryffindor",59.54508505962332
56402936,"Sprout","Hufflepuff","Hufflepuff",43.005009721017636
56402936,"Trelawney","Hufflepuff","Ravenclaw",40.12877384388728
56402936,"McGonagall","Hufflepuff","Gryffindor",52.590745381404446
55069023,"Dumbledore","Ravenclaw","Gryffindor",58.86469724119325
55069023,"Snape","Ravenclaw","Slytherin",61.81975807860861
55069023,"Flitwick","Ravenclaw","Ravenclaw",69.26391339630825
55069023,"Lupin","Ravenclaw","Gryffindor",71.23155364186607
55069023,"Sprout","Ravenclaw","Hufflepuff",49.83503355574501
55069023,"Trelawney","Ravenclaw","Ravenclaw",63.13240759865812
55069023,"McGonagall","Ravenclaw","Gryffindor",79.46282822426227
54118127,"Dumbledore","Hufflepuff","Gryffindor",41.78180365645334
54118127,"Snape","Hufflepuff","Slytherin",36.08319763295513
54118127,"Flitwick","Hufflepuff","Ravenclaw",49.527080579230294
54118127,"Lupin","Hufflepuff","Gryffindor",57.93179049863538
54118127,"Sprout","Hufflepuff","Hufflepuff",37.82935583859262
54118127,"Trelawney","Hufflepuff","Ravenclaw",46.35262673071674
54118127,"McGonagall","Hufflepuff","Gryffindor",49.08508061124497
58925901,"Dumbledore","Slytherin","Gryffindor",45.018913895491465
58925901,"Snape","Slytherin","Slytherin",39.50122256935505
58925901,"Flitwick","Slytherin","Ravenclaw",53.058510025721944
58925901,"Lupin","Slytherin","Gryffindor",57.697599058017865
58925901,"Sprout","Slytherin","Hufflepuff",45.71393184614638
58925901,"Trelawney","Slytherin","Ravenclaw",44.88163048114919
58925901,"McGonagall","Slytherin","Gryffindor",61.67157583508977
55685951,"Dumbledore","Ravenclaw","Gryffindor",65.4564573856958
55685951,"Snape","Ravenclaw","Slytherin",56.06663328284318
55685951,"Flitwick","Ravenclaw","Ravenclaw",84.39823452911688
55685951,"Lupin","Ravenclaw","Gryffindor",87.4697210548201
55685951,"Sprout","Ravenclaw","Hufflepuff",63.1669663881298
55685951,"Trelawney","Ravenclaw","Ravenclaw",71.4301693659924
55685951,"McGonagall","Ravenclaw","Gryffindor",83.66113418179484
54157827,"Dumbledore","Slytherin","Gryffindor",54.986825294934505
54157827,"Snape","Slytherin","Slytherin",47.43729417527273
54157827,"Flitwick","Slytherin","Ravenclaw",72.5282381177599
54157827,"Lupin","Slytherin","Gryffindor",75.09830255911955
54157827,"Sprout","Slytherin","Hufflepuff",55.37907260762678
54157827,"Trelawney","Slytherin","Ravenclaw",66.6599216347392
54157827,"McGonagall","Slytherin","Gryffindor",66.75074190863477
52264476,"Dumbledore","Slytherin","Gryffindor",43.30986250419658
52264476,"Snape","Slytherin","Slytherin",37.54045598049733
52264476,"Flitwick","Slytherin","Ravenclaw",48.333137064291094
52264476,"Lupin","Slytherin","Gryffindor",52.64123315280132
52264476,"Sprout","Slytherin","Hufflepuff",40.09222321952838
52264476,"Trelawney","Slytherin","Ravenclaw",56.00676163741835
52264476,"McGonagall","Slytherin","Gryffindor",46.60457008102592
51113193,"Dumbledore","Slytherin","Gryffindor",53.88846078445877
51113193,"Snape","Slytherin","Slytherin",41.578739987954975
51113193,"Flitwick","Slytherin","Ravenclaw",56.520743934042194
51113193,"Lupin","Slytherin","Gryffindor",58.19183758870326
51113193,"Sprout","Slytherin","Hufflepuff",44.05847100026977
51113193,"Trelawney","Slytherin","Ravenclaw",65.16263574519901
51113193,"McGonagall","Slytherin","Gryffindor",73.92124326758807
55184686,"Dumbledore","Ravenclaw","Gryffindor",52.890986239488335
55184686,"Snape","Ravenclaw","Slytherin",48.9691407481983
55184686,"Flitwick","Ravenclaw","Ravenclaw",65.03932671265383
55184686,"Lupin","Ravenclaw","Gryffindor",73.87783556145344
55184686,"Sprout","Ravenclaw","Hufflepuff",69.7279738681617
55184686,"Trelawney","Ravenclaw","Ravenclaw",61.316638441868115
55184686,"McGonagall","Ravenclaw","Gryffindor",66.18286275006868
50545892,"Dumbledore","Slytherin","Gryffindor",40.817018281237594
50545892,"Snape","Slytherin","Slytherin",30.34158574881389
50545892,"Flitwick","Slytherin","Ravenclaw",41.14899469036923
50545892,"Lupin","Slytherin","Gryffindor",53.4473045644548
50545892,"Sprout","Slytherin","Hufflepuff",20.50428175219594
50545892,"Trelawney","Slytherin","Ravenclaw",42.048842570647466
50545892,"McGonagall","Slytherin","Gryffindor",42.48836576007137
56184295,"Dumbledore","Slytherin","Gryffindor",44.889831732274715
56184295,"Snape","Slytherin","Slytherin",44.80250343430618
56184295,"Flitwick","Slytherin","Ravenclaw",55.85732215941923
56184295,"Lupin","Slytherin","Gryffindor",66.29041643084884
56184295,"Sprout","Slytherin","Hufflepuff",38.86757049457944
56184295,"Trelawney","Slytherin","Ravenclaw",57.337408094287454
56184295,"McGonagall","Slytherin","Gryffindor",58.080820686587984
54623807,"Dumbledore","Slytherin","Gryffindor",44.69126480730176
54623807,"Snape","Slytherin","Slytherin",37.95943238893298
54623807,"Flitwick","Slytherin","Ravenclaw",49.991003078511746
54623807,"Lupin","Slytherin","Gryffindor",58.901486500777395
54623807,"Sprout","Slytherin","Hufflepuff",40.55552784284204
54623807,"Trelawney","Slytherin","Ravenclaw",46.277184120823094
54623807,"McGonagall","Slytherin","Gryffindor",50.961546115882854
52843406,"Dumbledore","Hufflepuff","Gryffindor",50.42722189164876
52843406,"Snape","Hufflepuff","Slytherin",37.23360158862918
52843406,"Flitwick","Hufflepuff","Ravenclaw",49.215084920451936
52843406,"Lupin","Hufflepuff","Gryffindor",52.81400066931508
52843406,"Sprout","Hufflepuff","Hufflepuff",48.0827075470911
52843406,"Trelawney","Hufflepuff","Ravenclaw",53.54665837270625
52843406,"McGonagall","Hufflepuff","Gryffindor",60.22171555093894
55315961,"Dumbledore","Ravenclaw","Gryffindor",65.01245183285738
55315961,"Snape","Ravenclaw","Slytherin",54.85931197650909
55315961,"Flitwick","Ravenclaw","Ravenclaw",70.94722287468856
55315961,"Lupin","Ravenclaw","Gryffindor",88.2609639805935
55315961,"Sprout","Ravenclaw","Hufflepuff",64.97839518962311
55315961,"Trelawney","Ravenclaw","Ravenclaw",70.28041891304731
55315961,"McGonagall","Ravenclaw","Gryffindor",72.21728957200759
58276701,"Dumbledore","Slytherin","Gryffindor",43.38626986285207
58276701,"Snape","Slytherin","Slytherin",46.66892696150795
58276701,"Flitwick","Slytherin","Ravenclaw",54.919111317506115
58276701,"Lupin","Slytherin","Gryffindor",55.44372199040652
58276701,"Sprout","Slytherin","Hufflepuff",42.82764034780469
58276701,"Trelawney","Slytherin","Ravenclaw",43.68038251057817
58276701,"McGonagall","Slytherin","Gryffindor",62.75014066731389
56508160,"Dumbledore","Ravenclaw","Gryffindor",58.48418614780413
56508160,"Snape","Ravenclaw","Slytherin",46.1796004539555
56508160,"Flitwick","Ravenclaw","Ravenclaw",58.711560167554055
56508160,"Lupin","Ravenclaw","Gryffindor",60.163512208730964
56508160,"Sprout","Ravenclaw","Hufflepuff",49.20374041080393
56508160,"Trelawney","Ravenclaw","Ravenclaw",65.54923217139542
56508160,"McGonagall","Ravenclaw","Gryffindor",73.23692322879663
57880306,"Dumbledore","Ravenclaw","Gryffindor",37.89870608930045
57880306,"Snape","Ravenclaw","Slytherin",33.97183621594759
57880306,"Flitwick","Ravenclaw","Ravenclaw",44.960718950861136
57880306,"Lupin","Ravenclaw","Gryffindor",54.594413048817245
57880306,"Sprout","Ravenclaw","Hufflepuff",35.00758559601337
57880306,"Trelawney","Ravenclaw","Ravenclaw",48.01180299131199
57880306,"McGonagall","Ravenclaw","Gryffindor",57.640336624419156
56874643,"Dumbledore","Gryffindor","Gryffindor",40.84482179141609
56874643,"Snape","Gryffindor","Slytherin",33.33429499692533
56874643,"Flitwick","Gryffindor","Ravenclaw",59.849117541075074
56874643,"Lupin","Gryffindor","Gryffindor",64.90884796087283
56874643,"Sprout","Gryffindor","Hufflepuff",42.64608181733527
56874643,"Trelawney","Gryffindor","Ravenclaw",61.49593821060873
56874643,"McGonagall","Gryffindor","Gryffindor",72.74553481742699
50128036,"Dumbledore","Ravenclaw","Gryffindor",57.25479652220702
50128036,"Snape","Ravenclaw","Slytherin",47.14301741768172
50128036,"Flitwick","Ravenclaw","Ravenclaw",62.99384222042855
50128036,"Lupin","Ravenclaw","Gryffindor",68.35958415127826
50128036,"Sprout","Ravenclaw","Hufflepuff",52.88444204751898
50128036,"Trelawney","Ravenclaw","Ravenclaw",68.13414834282798
50128036,"McGonagall","Ravenclaw","Gryffindor",69.73905587746448
53329188,"Dumbledore","Slytherin","Gryffindor",64.66954200052575
53329188,"Snape","Slytherin","Slytherin",52.222978585784354
53329188,"Flitwick","Slytherin","Ravenclaw",69.30423988922882
53329188,"Lupin","Slytherin","Gryffindor",80.21582221687399
53329188,"Sprout","Slytherin","Hufflepuff",52.87372999783657
53329188,"Trelawney","Slytherin","Ravenclaw",71.81093475611166
53329188,"McGonagall","Slytherin","Gryffindor",76.77005716846546
57271381,"Dumbledore","Hufflepuff","Gryffindor",44.092775517831335
57271381,"Snape","Hufflepuff","Slytherin",33.02339887125905
57271381,"Flitwick","Hufflepuff","Ravenclaw",45.38530923560268
